OrderID,Date,Product,Category,UnitPrice,Quantity,Revenue,Region,Salesperson,CustomerID
O100000,2025-07-31,Theta Watch,Electronics,11.07,1,11.07,South,Dina,C6456
O100001,2025-02-11,Zeta Socks,Accessories,195.17,2,390.34,West,Dina,C6926
O100002,2024-12-02,Alpha Hoodie,Apparel,162.63,1,162.63,East,Dina,C3934
O100003,2025-06-16,Epsilon Jacket,Apparel,171.06,5,855.3,Central,Ayesha,C9323
O100004,2024-12-31,Alpha Hoodie,Apparel,135.89,3,407.67,West,Carlos,C5311
O100005,2025-01-13,Eta Laptop Sleeve,Accessories,177.62,1,177.62,East,Ehsan,C8993
O100006,2025-04-03,Delta Cap,Accessories,114.2,1,114.2,North,Carlos,C9806
O100007,2025-01-30,Epsilon Jacket,Apparel,139.38,2,278.76,Central,Fatima,C6273
O100008,2025-03-12,Zeta Socks,Accessories,45.69,1,45.69,Central,Fatima,C3229
O100009,2025-05-25,Delta Cap,Accessories,149.32,1,149.32,North,Ehsan,C3619
O100010,2025-03-22,Gamma Sneakers,Footwear,222.01,1,222.01,North,Dina,C3606
O100011,2025-04-09,Kappa Backpack,Accessories,49.46,1,49.46,East,Ehsan,C7354
O100012,2025-05-02,Zeta Socks,Accessories,150.4,5,752.0,East,Fatima,C1184
O100013,2025-03-09,Alpha Hoodie,Apparel,114.32,1,114.32,East,Bilal,C1450
O100014,2025-05-27,Beta T-shirt,Apparel,232.61,1,232.61,East,Ehsan,C8975
O100015,2025-09-18,Beta T-shirt,Apparel,129.47,2,258.94,West,Carlos,C3689
O100016,2025-07-16,Iota Charger,Electronics,199.77,1,199.77,East,Fatima,C1137
O100017,2025-01-15,Gamma Sneakers,Footwear,142.2,1,142.2,West,Carlos,C4219
O100018,2025-05-13,Delta Cap,Accessories,17.22,1,17.22,West,Ehsan,C9264
O100019,2025-11-07,Theta Watch,Electronics,27.98,1,27.98,Central,Bilal,C7640
O100020,2025-06-09,Zeta Socks,Accessories,115.43,2,230.86,North,Bilal,C3647
O100021,2025-05-29,Beta T-shirt,Apparel,55.61,5,278.05,South,Fatima,C8090
O100022,2025-07-07,Delta Cap,Accessories,161.37,5,806.85,North,Carlos,C7877
O100023,2025-01-11,Delta Cap,Accessories,81.96,1,81.96,South,Bilal,C4442
O100024,2025-05-13,Zeta Socks,Accessories,245.81,1,245.81,Central,Ayesha,C7956
O100025,2025-10-18,Theta Watch,Electronics,28.08,1,28.08,North,Ayesha,C4369
O100026,2025-10-21,Alpha Hoodie,Apparel,148.82,1,148.82,North,Ayesha,C7483
O100027,2024-12-23,Theta Watch,Electronics,52.66,1,52.66,South,Bilal,C6795
O100028,2025-01-03,Theta Watch,Electronics,54.68,2,109.36,East,Bilal,C8403
O100029,2025-10-30,Theta Watch,Electronics,120.91,1,120.91,East,Dina,C9783
O100030,2025-11-06,Kappa Backpack,Accessories,122.42,1,122.42,North,Ayesha,C9046
O100031,2025-03-27,Eta Laptop Sleeve,Accessories,243.77,1,243.77,West,Carlos,C3645
O100032,2025-07-06,Zeta Socks,Accessories,183.07,3,549.21,West,Carlos,C4750
O100033,2025-07-13,Delta Cap,Accessories,215.9,1,215.9,West,Ayesha,C9731
O100034,2025-04-11,Gamma Sneakers,Footwear,58.69,2,117.38,East,Ehsan,C7268
O100035,2025-10-23,Kappa Backpack,Accessories,232.01,3,696.03,North,Fatima,C4076
O100036,2025-02-09,Delta Cap,Accessories,222.93,1,222.93,South,Ehsan,C6218
O100037,2024-12-22,Kappa Backpack,Accessories,68.33,4,273.32,Central,Fatima,C3461
O100038,2025-08-01,Alpha Hoodie,Apparel,197.72,10,1977.2,North,Fatima,C8250
O100039,2025-06-03,Alpha Hoodie,Apparel,50.57,2,101.14,Central,Dina,C7584
O100040,2025-08-24,Epsilon Jacket,Apparel,230.78,1,230.78,North,Ehsan,C2679
O100041,2025-07-09,Beta T-shirt,Apparel,171.43,5,857.15,North,Ayesha,C4495
O100042,2025-06-26,Gamma Sneakers,Footwear,247.53,3,742.59,South,Carlos,C6714
O100043,2025-11-16,Beta T-shirt,Apparel,124.64,1,124.64,West,Fatima,C8123
O100044,2025-06-29,Iota Charger,Electronics,78.19,4,312.76,West,Ehsan,C6714
O100045,2025-04-04,Theta Watch,Electronics,41.17,1,41.17,North,Carlos,C6575
O100046,2025-01-18,Iota Charger,Electronics,103.19,1,103.19,Central,Fatima,C6374
O100047,2025-07-05,Eta Laptop Sleeve,Accessories,132.35,1,132.35,South,Carlos,C5271
O100048,2025-04-20,Delta Cap,Accessories,148.37,1,148.37,North,Ayesha,C4337
O100049,2025-04-26,Beta T-shirt,Apparel,111.39,2,222.78,Central,Fatima,C1999
O100050,2025-04-18,Beta T-shirt,Apparel,205.4,1,205.4,Central,Fatima,C7913
O100051,2025-09-27,Theta Watch,Electronics,173.99,1,173.99,South,Ehsan,C7456
O100052,2025-07-06,Eta Laptop Sleeve,Accessories,115.4,2,230.8,East,Carlos,C1275
O100053,2025-07-18,Beta T-shirt,Apparel,35.22,1,35.22,Central,Dina,C3034
O100054,2025-08-05,Alpha Hoodie,Apparel,20.06,5,100.3,West,Carlos,C2364
O100055,2025-04-04,Eta Laptop Sleeve,Accessories,132.63,1,132.63,South,Fatima,C4814
O100056,2025-01-12,Delta Cap,Accessories,174.68,1,174.68,North,Ehsan,C5824
O100057,2025-01-21,Alpha Hoodie,Apparel,86.5,10,865.0,West,Ayesha,C1202
O100058,2025-11-05,Theta Watch,Electronics,42.83,1,42.83,Central,Carlos,C3174
O100059,2025-06-20,Theta Watch,Electronics,178.53,2,357.06,West,Fatima,C5855
O100060,2025-05-03,Zeta Socks,Accessories,160.98,1,160.98,East,Fatima,C8295
O100061,2025-07-28,Eta Laptop Sleeve,Accessories,115.14,2,230.28,South,Carlos,C6842
O100062,2025-08-27,Gamma Sneakers,Footwear,64.34,1,64.34,North,Carlos,C9963
O100063,2025-07-15,Zeta Socks,Accessories,98.68,1,98.68,Central,Ayesha,C9873
O100064,2025-03-29,Epsilon Jacket,Apparel,243.63,1,243.63,Central,Dina,C6059
O100065,2025-03-02,Gamma Sneakers,Footwear,66.03,4,264.12,North,Carlos,C6667
O100066,2025-10-14,Delta Cap,Accessories,239.44,1,239.44,East,Fatima,C6118
O100067,2025-03-24,Delta Cap,Accessories,62.57,5,312.85,North,Dina,C7017
O100068,2025-10-28,Gamma Sneakers,Footwear,92.34,4,369.36,West,Carlos,C3875
O100069,2025-10-29,Eta Laptop Sleeve,Accessories,129.06,1,129.06,North,Ayesha,C7853
O100070,2025-08-10,Iota Charger,Electronics,10.44,4,41.76,Central,Fatima,C5749
O100071,2025-05-23,Eta Laptop Sleeve,Accessories,156.0,1,156.0,East,Carlos,C3613
O100072,2025-08-08,Beta T-shirt,Apparel,47.36,1,47.36,East,Ayesha,C3461
O100073,2025-09-28,Iota Charger,Electronics,132.75,1,132.75,North,Dina,C9083
O100074,2025-08-05,Iota Charger,Electronics,190.88,3,572.64,North,Fatima,C1646
O100075,2025-09-27,Alpha Hoodie,Apparel,141.63,1,141.63,South,Carlos,C2680
O100076,2025-11-19,Epsilon Jacket,Apparel,175.91,1,175.91,Central,Ehsan,C6882
O100077,2025-01-09,Alpha Hoodie,Apparel,205.4,1,205.4,East,Fatima,C6770
O100078,2025-10-22,Iota Charger,Electronics,61.81,3,185.43,South,Dina,C6231
O100079,2025-01-17,Beta T-shirt,Apparel,173.6,1,173.6,North,Bilal,C8353
O100080,2025-06-05,Beta T-shirt,Apparel,101.34,1,101.34,South,Fatima,C3595
O100081,2025-05-23,Eta Laptop Sleeve,Accessories,102.93,1,102.93,South,Fatima,C7235
O100082,2025-08-20,Gamma Sneakers,Footwear,189.19,4,756.76,North,Carlos,C7233
O100083,2025-01-31,Delta Cap,Accessories,52.43,1,52.43,North,Fatima,C1375
O100084,2025-04-13,Eta Laptop Sleeve,Accessories,114.86,1,114.86,Central,Fatima,C1803
O100085,2025-02-06,Alpha Hoodie,Apparel,93.01,4,372.04,North,Ayesha,C3261
O100086,2025-11-04,Alpha Hoodie,Apparel,104.17,2,208.34,West,Dina,C6996
O100087,2024-12-21,Kappa Backpack,Accessories,231.84,10,2318.4,West,Carlos,C6418
O100088,2025-01-09,Gamma Sneakers,Footwear,230.39,1,230.39,North,Ehsan,C5492
O100089,2025-09-16,Zeta Socks,Accessories,55.6,1,55.6,West,Carlos,C5750
O100090,2025-09-04,Kappa Backpack,Accessories,215.08,5,1075.4,Central,Fatima,C9280
O100091,2025-01-01,Kappa Backpack,Accessories,169.4,1,169.4,South,Bilal,C6938
O100092,2024-12-06,Theta Watch,Electronics,84.03,1,84.03,Central,Dina,C1237
O100093,2025-09-10,Gamma Sneakers,Footwear,82.18,5,410.9,West,Dina,C6374
O100094,2025-10-27,Eta Laptop Sleeve,Accessories,8.54,1,8.54,East,Fatima,C5970
O100095,2024-12-26,Kappa Backpack,Accessories,81.42,2,162.84,South,Bilal,C8890
O100096,2025-01-10,Theta Watch,Electronics,89.68,4,358.72,East,Fatima,C5422
O100097,2025-04-27,Beta T-shirt,Apparel,151.96,1,151.96,West,Carlos,C7338
O100098,2024-12-03,Beta T-shirt,Apparel,231.11,5,1155.55,East,Ayesha,C4967
O100099,2025-07-09,Epsilon Jacket,Apparel,64.28,4,257.12,North,Fatima,C4394
O100100,2025-04-06,Delta Cap,Accessories,92.67,1,92.67,Central,Ayesha,C8910
O100101,2024-12-21,Theta Watch,Electronics,153.97,1,153.97,North,Ehsan,C1761
O100102,2025-10-23,Kappa Backpack,Accessories,180.42,1,180.42,North,Ehsan,C9031
O100103,2025-06-04,Iota Charger,Electronics,171.33,4,685.32,Central,Fatima,C6814
O100104,2024-12-30,Zeta Socks,Accessories,124.77,1,124.77,Central,Carlos,C9184
O100105,2025-04-04,Gamma Sneakers,Footwear,12.37,1,12.37,East,Fatima,C8713
O100106,2025-10-14,Theta Watch,Electronics,57.81,4,231.24,West,Ehsan,C1269
O100107,2025-03-07,Zeta Socks,Accessories,25.38,1,25.38,Central,Dina,C9354
O100108,2025-03-16,Delta Cap,Accessories,220.63,1,220.63,Central,Bilal,C1143
O100109,2025-08-05,Theta Watch,Electronics,111.68,1,111.68,North,Carlos,C7724
O100110,2025-01-12,Eta Laptop Sleeve,Accessories,97.82,1,97.82,Central,Ehsan,C4682
O100111,2025-10-28,Epsilon Jacket,Apparel,204.77,2,409.54,South,Carlos,C4093
O100112,2025-07-16,Alpha Hoodie,Apparel,8.14,1,8.14,Central,Carlos,C3954
O100113,2025-01-04,Kappa Backpack,Accessories,31.55,3,94.65,West,Bilal,C3260
O100114,2025-08-23,Alpha Hoodie,Apparel,101.28,1,101.28,North,Dina,C2204
O100115,2025-05-22,Delta Cap,Accessories,152.23,1,152.23,East,Dina,C2620
O100116,2025-10-14,Kappa Backpack,Accessories,174.27,1,174.27,Central,Fatima,C9256
O100117,2025-10-01,Theta Watch,Electronics,28.07,3,84.21,West,Ayesha,C2493
O100118,2025-02-07,Delta Cap,Accessories,120.1,1,120.1,Central,Ayesha,C4120
O100119,2025-04-08,Gamma Sneakers,Footwear,200.96,1,200.96,West,Ehsan,C4188
O100120,2025-09-17,Beta T-shirt,Apparel,36.85,3,110.55,West,Carlos,C6161
O100121,2025-10-21,Alpha Hoodie,Apparel,217.92,1,217.92,Central,Ehsan,C6080
O100122,2025-06-09,Gamma Sneakers,Footwear,239.35,1,239.35,East,Fatima,C5661
O100123,2025-06-07,Kappa Backpack,Accessories,181.57,1,181.57,West,Ehsan,C5590
O100124,2025-08-05,Delta Cap,Accessories,224.81,1,224.81,East,Ehsan,C1779
O100125,2025-07-01,Beta T-shirt,Apparel,54.41,4,217.64,West,Ayesha,C7809
O100126,2025-08-28,Beta T-shirt,Apparel,71.17,1,71.17,South,Carlos,C7111
O100127,2024-12-18,Delta Cap,Accessories,170.67,4,682.68,North,Fatima,C5272
O100128,2025-03-18,Zeta Socks,Accessories,34.73,2,69.46,East,Fatima,C2352
O100129,2025-09-05,Kappa Backpack,Accessories,163.38,1,163.38,South,Bilal,C1362
O100130,2025-02-21,Delta Cap,Accessories,66.59,1,66.59,West,Fatima,C4848
O100131,2025-02-08,Eta Laptop Sleeve,Accessories,196.56,1,196.56,West,Fatima,C9077
O100132,2025-09-30,Eta Laptop Sleeve,Accessories,127.39,10,1273.9,South,Dina,C8749
O100133,2025-10-18,Zeta Socks,Accessories,75.91,3,227.73,West,Carlos,C3326
O100134,2025-04-06,Alpha Hoodie,Apparel,241.4,1,241.4,West,Dina,C5002
O100135,2025-05-23,Eta Laptop Sleeve,Accessories,14.96,1,14.96,South,Carlos,C8030
O100136,2025-10-30,Beta T-shirt,Apparel,81.74,1,81.74,Central,Ehsan,C2731
O100137,2025-03-16,Epsilon Jacket,Apparel,187.07,10,1870.7,West,Bilal,C8455
O100138,2025-04-13,Iota Charger,Electronics,115.54,1,115.54,South,Ayesha,C4682
O100139,2025-02-06,Iota Charger,Electronics,102.73,2,205.46,West,Ehsan,C2906
O100140,2024-12-13,Eta Laptop Sleeve,Accessories,40.07,1,40.07,Central,Carlos,C8097
O100141,2025-11-30,Gamma Sneakers,Footwear,153.62,1,153.62,Central,Bilal,C7676
O100142,2025-02-06,Iota Charger,Electronics,82.83,5,414.15,North,Carlos,C1573
O100143,2025-05-28,Eta Laptop Sleeve,Accessories,152.95,1,152.95,South,Ayesha,C1684
O100144,2025-05-28,Zeta Socks,Accessories,82.14,1,82.14,West,Bilal,C4529
O100145,2025-06-18,Gamma Sneakers,Footwear,208.58,1,208.58,West,Dina,C9175
O100146,2025-05-11,Beta T-shirt,Apparel,146.3,1,146.3,East,Fatima,C8739
O100147,2025-06-09,Beta T-shirt,Apparel,210.29,1,210.29,East,Dina,C7342
O100148,2025-01-08,Eta Laptop Sleeve,Accessories,47.42,1,47.42,South,Fatima,C3165
O100149,2025-08-11,Alpha Hoodie,Apparel,81.27,1,81.27,East,Fatima,C8173
O100150,2025-01-22,Gamma Sneakers,Footwear,93.08,1,93.08,East,Ehsan,C8058
O100151,2025-01-04,Iota Charger,Electronics,180.04,1,180.04,West,Ayesha,C6895
O100152,2025-10-08,Eta Laptop Sleeve,Accessories,249.64,2,499.28,North,Ehsan,C4435
O100153,2025-07-01,Iota Charger,Electronics,92.73,1,92.73,North,Carlos,C8859
O100154,2025-07-28,Beta T-shirt,Apparel,239.7,5,1198.5,West,Dina,C8079
O100155,2025-11-12,Theta Watch,Electronics,49.61,1,49.61,Central,Carlos,C8229
O100156,2025-05-11,Gamma Sneakers,Footwear,110.49,4,441.96,East,Ayesha,C5490
O100157,2025-03-24,Delta Cap,Accessories,184.84,3,554.52,West,Bilal,C3865
O100158,2024-12-23,Zeta Socks,Accessories,55.88,3,167.64,South,Ehsan,C8838
O100159,2025-02-21,Epsilon Jacket,Apparel,156.17,5,780.85,Central,Bilal,C3873
O100160,2025-02-17,Alpha Hoodie,Apparel,171.01,2,342.02,East,Ayesha,C9040
O100161,2025-06-02,Epsilon Jacket,Apparel,211.25,2,422.5,East,Ehsan,C3617
O100162,2025-05-23,Alpha Hoodie,Apparel,67.43,1,67.43,North,Ehsan,C8764
O100163,2025-11-28,Alpha Hoodie,Apparel,14.85,2,29.7,East,Bilal,C3295
O100164,2025-07-12,Eta Laptop Sleeve,Accessories,153.04,4,612.16,East,Ayesha,C4353
O100165,2025-04-03,Kappa Backpack,Accessories,75.97,1,75.97,East,Ehsan,C6099
O100166,2025-09-25,Zeta Socks,Accessories,17.96,1,17.96,Central,Carlos,C5210
O100167,2025-02-15,Beta T-shirt,Apparel,248.67,2,497.34,Central,Carlos,C9629
O100168,2025-06-03,Epsilon Jacket,Apparel,206.17,5,1030.85,East,Carlos,C3950
O100169,2025-09-28,Eta Laptop Sleeve,Accessories,107.34,1,107.34,South,Ayesha,C4468
O100170,2025-05-20,Beta T-shirt,Apparel,136.92,3,410.76,North,Ayesha,C2430
O100171,2025-10-30,Eta Laptop Sleeve,Accessories,216.02,1,216.02,South,Dina,C4027
O100172,2025-03-22,Delta Cap,Accessories,142.75,5,713.75,West,Dina,C8726
O100173,2024-12-15,Delta Cap,Accessories,240.56,1,240.56,Central,Carlos,C4003
O100174,2025-03-26,Gamma Sneakers,Footwear,40.06,2,80.12,South,Dina,C7795
O100175,2025-07-27,Delta Cap,Accessories,116.71,1,116.71,Central,Dina,C4520
O100176,2025-02-09,Zeta Socks,Accessories,221.22,1,221.22,West,Ehsan,C6106
O100177,2025-09-04,Epsilon Jacket,Apparel,198.83,1,198.83,Central,Ehsan,C5730
O100178,2025-10-19,Alpha Hoodie,Apparel,193.35,2,386.7,East,Bilal,C5439
O100179,2025-06-23,Iota Charger,Electronics,133.14,3,399.42,North,Carlos,C8118
O100180,2025-08-06,Iota Charger,Electronics,99.32,1,99.32,East,Ayesha,C5909
O100181,2025-09-22,Alpha Hoodie,Apparel,118.57,2,237.14,South,Ayesha,C1981
O100182,2024-12-06,Zeta Socks,Accessories,226.03,2,452.06,Central,Dina,C1148
O100183,2025-07-21,Gamma Sneakers,Footwear,129.82,2,259.64,North,Ayesha,C2655
O100184,2025-05-17,Epsilon Jacket,Apparel,82.79,4,331.16,East,Dina,C6482
O100185,2024-12-26,Theta Watch,Electronics,178.15,1,178.15,South,Dina,C6767
O100186,2024-12-22,Zeta Socks,Accessories,95.28,1,95.28,West,Fatima,C3902
O100187,2025-08-17,Gamma Sneakers,Footwear,121.42,1,121.42,East,Fatima,C7337
O100188,2025-11-24,Beta T-shirt,Apparel,32.44,1,32.44,North,Carlos,C2095
O100189,2025-04-20,Zeta Socks,Accessories,230.71,2,461.42,North,Carlos,C3692
O100190,2025-03-14,Kappa Backpack,Accessories,212.52,1,212.52,South,Fatima,C8347
O100191,2025-10-07,Kappa Backpack,Accessories,56.89,4,227.56,South,Carlos,C4919
O100192,2025-06-11,Epsilon Jacket,Apparel,227.28,1,227.28,East,Bilal,C8709
O100193,2025-11-01,Eta Laptop Sleeve,Accessories,184.06,2,368.12,South,Dina,C2388
O100194,2025-06-25,Theta Watch,Electronics,166.37,4,665.48,Central,Fatima,C8381
O100195,2025-04-20,Epsilon Jacket,Apparel,173.51,1,173.51,West,Bilal,C5513
O100196,2024-12-19,Kappa Backpack,Accessories,21.23,1,21.23,West,Bilal,C1595
O100197,2025-01-03,Epsilon Jacket,Apparel,218.49,1,218.49,West,Dina,C5993
O100198,2025-05-30,Delta Cap,Accessories,202.53,2,405.06,Central,Bilal,C2313
O100199,2025-05-19,Kappa Backpack,Accessories,123.66,1,123.66,North,Bilal,C3868
O100200,2025-01-28,Kappa Backpack,Accessories,244.18,1,244.18,South,Ehsan,C4855
O100201,2025-04-08,Zeta Socks,Accessories,17.98,1,17.98,Central,Ehsan,C4540
O100202,2025-04-08,Beta T-shirt,Apparel,203.62,1,203.62,Central,Carlos,C8567
O100203,2025-06-03,Delta Cap,Accessories,51.52,1,51.52,Central,Bilal,C5984
O100204,2025-07-16,Eta Laptop Sleeve,Accessories,50.89,1,50.89,East,Fatima,C5161
O100205,2025-07-03,Gamma Sneakers,Footwear,222.43,1,222.43,North,Carlos,C5713
O100206,2025-11-12,Epsilon Jacket,Apparel,38.64,1,38.64,Central,Ehsan,C6081
O100207,2025-01-30,Epsilon Jacket,Apparel,225.11,1,225.11,South,Fatima,C8167
O100208,2025-01-01,Iota Charger,Electronics,67.19,1,67.19,Central,Ehsan,C8107
O100209,2025-03-02,Eta Laptop Sleeve,Accessories,185.85,1,185.85,Central,Fatima,C9473
O100210,2025-11-01,Gamma Sneakers,Footwear,246.79,1,246.79,South,Bilal,C2160
O100211,2025-06-18,Iota Charger,Electronics,16.93,1,16.93,East,Ayesha,C6637
O100212,2025-03-28,Zeta Socks,Accessories,166.41,5,832.05,West,Ayesha,C8930
O100213,2025-09-15,Zeta Socks,Accessories,11.75,1,11.75,Central,Fatima,C5372
O100214,2025-10-29,Eta Laptop Sleeve,Accessories,21.26,1,21.26,East,Carlos,C8319
O100215,2025-07-13,Kappa Backpack,Accessories,52.53,4,210.12,Central,Carlos,C3015
O100216,2025-02-16,Theta Watch,Electronics,174.74,1,174.74,South,Bilal,C8232
O100217,2025-03-09,Eta Laptop Sleeve,Accessories,67.45,1,67.45,Central,Ehsan,C1922
O100218,2025-06-02,Theta Watch,Electronics,138.67,3,416.01,North,Bilal,C6076
O100219,2025-07-30,Alpha Hoodie,Apparel,54.69,1,54.69,North,Bilal,C9674
O100220,2025-10-06,Alpha Hoodie,Apparel,244.03,1,244.03,West,Carlos,C4693
O100221,2024-12-23,Iota Charger,Electronics,13.14,1,13.14,Central,Fatima,C3882
O100222,2025-03-10,Iota Charger,Electronics,103.29,1,103.29,North,Dina,C7660
O100223,2025-09-30,Epsilon Jacket,Apparel,227.65,1,227.65,West,Ehsan,C2999
O100224,2024-12-03,Kappa Backpack,Accessories,196.5,1,196.5,South,Ehsan,C6299
O100225,2025-04-21,Epsilon Jacket,Apparel,191.23,5,956.15,East,Carlos,C1130
O100226,2025-07-29,Gamma Sneakers,Footwear,236.67,2,473.34,East,Dina,C6002
O100227,2024-12-15,Alpha Hoodie,Apparel,92.74,1,92.74,East,Ayesha,C6061
O100228,2025-06-17,Eta Laptop Sleeve,Accessories,52.9,1,52.9,North,Ehsan,C7489
O100229,2025-06-01,Theta Watch,Electronics,125.9,1,125.9,North,Dina,C4347
O100230,2025-11-27,Kappa Backpack,Accessories,174.33,1,174.33,Central,Dina,C4347
O100231,2025-04-20,Gamma Sneakers,Footwear,34.09,4,136.36,East,Dina,C8505
O100232,2025-03-26,Delta Cap,Accessories,53.71,1,53.71,West,Ehsan,C8059
O100233,2025-01-04,Delta Cap,Accessories,79.58,1,79.58,West,Ehsan,C4963
O100234,2025-04-23,Delta Cap,Accessories,142.65,1,142.65,East,Carlos,C8987
O100235,2025-11-10,Theta Watch,Electronics,223.41,1,223.41,West,Carlos,C9690
O100236,2025-10-29,Theta Watch,Electronics,207.51,1,207.51,Central,Carlos,C1156
O100237,2025-07-22,Delta Cap,Accessories,161.43,2,322.86,South,Ayesha,C2490
